ordinal,name,primary,secondary,rarity,archetype,biomes,time_lock,weekday_lock,weather_boost,final_size,max_kb,ai_prompt
759,Crazehopper,Blood,,Uncommon,quadruped,Castle|Sanctum|Cave,any,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Crazehopper"". PRIMARY ELEMENT: Blood — crimson, scarlet, dark wine-red, bone-white. CREATURE ARCHETYPE: quadruped. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: dripping fangs, bone-spike spine, made of sinew tendons. AURA / MOOD: crimson mist haze. STYLE REFERENCE: like Yveltal — dark-vitality apex predator. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
760,Rhinoceaf,Fire,Metal,Uncommon,bipedal-humanoid,Desert|Cave,any,Saturday,Heat,96x96,5,"Pokemon-style monster creature named ""Rhinoceaf"". PRIMARY ELEMENT: Fire — deep red, orange, yellow, smoldering ember tones. SECONDARY ELEMENT: Metal — iron grey, steel blue, brass-gold accents. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: burning mane, flame tail, plus riveted plating accents from Metal-element, made of obsidian scales. AURA / MOOD: heat-shimmer aura, sparks rising. STYLE REFERENCE: like Arcanine — burning mane on a powerful quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
761,Glacican,Water,,Uncommon,reptile,Beach|Harbor|Marsh,any,Friday,Rain,96x96,5,"Pokemon-style monster creature named ""Glacican"". PRIMARY ELEMENT: Water — deep ocean blue, teal, foam-white, kelp-green. CREATURE ARCHETYPE: reptile. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: translucent jelly skin, fin-blade ridges, made of kelp tendrils. AURA / MOOD: swirling water-stream around body. STYLE REFERENCE: like Vaporeon — sleek aquatic with fluid ridges. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
762,Ghorilla,Ice,Wood,Uncommon,reptile,Mountain|WaterSurface,any,Wednesday,Snow,96x96,5,"Pokemon-style monster creature named ""Ghorilla"". PRIMARY ELEMENT: Ice — pale blue, cyan, frost-white, glacial silver. SECONDARY ELEMENT: Wood — deep forest green, bark-brown, autumn ochre. CREATURE ARCHETYPE: reptile. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: snowflake markings, shattered-glass exoskeleton, plus leaf-mane accents from Wood-element, made of glacier shards. AURA / MOOD: crisp frost mist. STYLE REFERENCE: like Glaceon — crystalline ice plates over fur. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
763,Salaslash,Earth,Crystal,Uncommon,frog,Forest|Mountain|Desert,any,Sunday,any,96x96,5,"Pokemon-style monster creature named ""Salaslash"". PRIMARY ELEMENT: Earth — rich brown, ochre, terracotta, mossy green. SECONDARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: frog. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: boulder-shoulder, root-bound horns, plus shard horns accents from Crystal-element, made of clay scales. AURA / MOOD: small dust kicked up around feet. STYLE REFERENCE: like Rhydon — heavy earth-armored beast. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
764,Crocyle,Wood,,Uncommon,quadruped,Forest|Plains,day-preferred,Sunday,any,96x96,5,"Pokemon-style monster creature named ""Crocyle"". PRIMARY ELEMENT: Wood — deep forest green, bark-brown, autumn ochre. CREATURE ARCHETYPE: quadruped. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: flowering blossom on chest, vine tendrils, made of mushroom growths. AURA / MOOD: petals drifting in air. STYLE REFERENCE: like Sceptile — slender tree-leaf creature. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
765,Steeloth,Metal,Ice,Uncommon,amorphous-elemental,Cave|Castle|Harbor,any,Monday,any,96x96,5,"Pokemon-style monster creature named ""Steeloth"". PRIMARY ELEMENT: Metal — iron grey, steel blue, brass-gold accents. SECONDARY ELEMENT: Ice — pale blue, cyan, frost-white, glacial silver. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: gear joints, riveted plating, plus frost-breath accents from Ice-element, made of iron skin. AURA / MOOD: metallic clinking, static-spark. STYLE REFERENCE: like Scizor — armored insectoid steel-plated. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
766,Fieruin,Storm,,Uncommon,beast,Beach|Mountain,any,Thursday,Rain,96x96,5,"Pokemon-style monster creature named ""Fieruin"". PRIMARY ELEMENT: Storm — violet-electric, indigo, sulphur-yellow accents. CREATURE ARCHETYPE: beast. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: thunder cloud collar, rain-soaked aura, made of charged feather. AURA / MOOD: arcing electric tendrils. STYLE REFERENCE: like Zapdos — feathered electric storm-bird. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
767,Slowuar,Wind,Venom,Uncommon,amorphous-elemental,Plains|Mountain,any,Friday,Foehn,96x96,5,"Pokemon-style monster creature named ""Slowuar"". PRIMARY ELEMENT: Wind — sky-blue, white, silver, dawn-pink accents. SECONDARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: crescent horns, cloud-puff mane, plus hood flare accents from Venom-element, made of vapor body. AURA / MOOD: ribbon-trails of air. STYLE REFERENCE: like Pidgeot — majestic raptor with wind-sweep mane. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
768,Quickodile,Shadow,Mind,Uncommon,quadruped,Cave|Marsh|Sanctum,night-only,Wednesday,Fog,96x96,5,"Pokemon-style monster creature named ""Quickodile"". PRIMARY ELEMENT: Shadow — midnight-black, deep purple, blood-red eye glow. SECONDARY ELEMENT: Mind — violet, lavender, electric blue accents, silver psychic glow. CREATURE ARCHETYPE: quadruped. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: smoke-tendrils, void-eyes, plus open skull crown accents from Mind-element, made of shadow-silk skin. AURA / MOOD: darkness pooling at feet. STYLE REFERENCE: like Gengar — phantasmal grin with floating limbs. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
769,Mountite,Light,,Uncommon,beast,Castle|Sanctum|Town,day-only,Tuesday,any,96x96,5,"Pokemon-style monster creature named ""Mountite"". PRIMARY ELEMENT: Light — radiant gold, ivory, soft platinum highlights. CREATURE ARCHETYPE: beast. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: sun-ray fur, halo crest, made of polished bone. AURA / MOOD: soft glow radiating outward. STYLE REFERENCE: like Lugia — pale heroic guardian-form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
770,Flamidrill,Venom,Water,Uncommon,beast,Marsh|Cave|Sanctum,dawn-dusk-only,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Flamidrill"". PRIMARY ELEMENT: Venom — sickly green, bile-yellow, deep purple veins. SECONDARY ELEMENT: Water — deep ocean blue, teal, foam-white, kelp-green. CREATURE ARCHETYPE: beast. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: festering boils, hood flare, plus water-droplet halo accents from Water-element, made of secreting pores. AURA / MOOD: pungent green vapor. STYLE REFERENCE: like Seviper — snake-like with venom drip. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
771,Eletopus,Cosmic,,Uncommon,amorphous-elemental,Sanctum|Mountain,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Eletopus"". PRIMARY ELEMENT: Cosmic — deep space black, nebula-purple, starlight-white pinpricks. CREATURE ARCHETYPE: amorphous-elemental. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: void-eyes, asteroid horns, made of meteorite plates. AURA / MOOD: tiny planet-models orbiting. STYLE REFERENCE: like Lunala — celestial wraith form. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
772,Ashron,Aether,Cosmic,Uncommon,mythic-form,Sanctum|Town,any,any,any,96x96,5,"Pokemon-style monster creature named ""Ashron"". PRIMARY ELEMENT: Aether — iridescent gold, prismatic white, soft pearl. SECONDARY ELEMENT: Cosmic — deep space black, nebula-purple, starlight-white pinpricks. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: aether-rune markings, veil of light-mist, plus constellation markings accents from Cosmic-element, made of spirit-bone. AURA / MOOD: glowing aether particles drifting up. STYLE REFERENCE: Aetherbound's signature element — pure life-essence creature. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
773,Pandotic,Dream,Time,Uncommon,spirit-form,Forest|Sanctum,night-only,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Pandotic"". PRIMARY ELEMENT: Dream — soft pastels, dusk-pink, twilight purple, milky white. SECONDARY ELEMENT: Time — sepia, bronze, sand-gold, hourglass-silver. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: third eye closed in slumber, butterfly wings, plus sand-streaming limbs accents from Time-element, made of dream-shadow body. AURA / MOOD: lazy drifting motes, soft glow. STYLE REFERENCE: like Cresselia — ethereal moth-spirit. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
774,Bonezelle,Mind,,Uncommon,spirit-form,Castle|Sanctum,any,Wednesday,any,96x96,5,"Pokemon-style monster creature named ""Bonezelle"". PRIMARY ELEMENT: Mind — violet, lavender, electric blue accents, silver psychic glow. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: spoon-bent appendages, telekinetic ring, made of smooth porcelain skin. AURA / MOOD: wavy psychic distortion. STYLE REFERENCE: like Alakazam — bipedal psychic with spoons. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
775,Bonaroo,Sound,Wind,Uncommon,spirit-form,Forest|Town,any,Thursday,any,96x96,5,"Pokemon-style monster creature named ""Bonaroo"". PRIMARY ELEMENT: Sound — vibrant electric blue, neon-pink, black accents. SECONDARY ELEMENT: Wind — sky-blue, white, silver, dawn-pink accents. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: tuning-fork antennae, vibrating fur, plus crescent horns accents from Wind-element, made of echo-bone. AURA / MOOD: visible sonic ripples. STYLE REFERENCE: like Exploud — large-mouthed roaring quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
776,Walrust,Time,,Uncommon,spirit-form,Sanctum|Cave,any,any,any,96x96,5,"Pokemon-style monster creature named ""Walrust"". PRIMARY ELEMENT: Time — sepia, bronze, sand-gold, hourglass-silver. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: hourglass markings on chest, sand-streaming limbs, made of petrified wood. AURA / MOOD: drifting sand particles, faint clock-tick echo. STYLE REFERENCE: like Dialga — temporal-dragon. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
777,Hypossum,Crystal,Earth,Uncommon,mythic-form,Cave|Mountain|WaterSurface,any,Monday,any,96x96,5,"Pokemon-style monster creature named ""Hypossum"". PRIMARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. SECONDARY ELEMENT: Earth — rich brown, ochre, terracotta, mossy green. CREATURE ARCHETYPE: mythic-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: geode core, faceted limbs, plus geode-encrusted limbs accents from Earth-element, made of diamond-dust fur. AURA / MOOD: refracted light beams in air. STYLE REFERENCE: like Diancie — gem-encrusted royal. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
778,Aquail,Blood,Crystal,Uncommon,fish,Castle|Sanctum|Cave,any,Saturday,any,96x96,5,"Pokemon-style monster creature named ""Aquail"". PRIMARY ELEMENT: Blood — crimson, scarlet, dark wine-red, bone-white. SECONDARY ELEMENT: Crystal — rainbow refractions on white, prismatic edges, hard light. CREATURE ARCHETYPE: fish. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: bone-spike spine, dripping fangs, plus rainbow refraction shimmer accents from Crystal-element, made of blood-cell tissue. AURA / MOOD: crimson mist haze. STYLE REFERENCE: like Yveltal — dark-vitality apex predator. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
779,Wintitar,Fire,,Uncommon,spirit-form,Desert|Cave,any,Saturday,Heat,96x96,5,"Pokemon-style monster creature named ""Wintitar"". PRIMARY ELEMENT: Fire — deep red, orange, yellow, smoldering ember tones. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: lava-cracked skin, ash-streaked fur, made of molten metal. AURA / MOOD: heat-shimmer aura, sparks rising. STYLE REFERENCE: like Arcanine — burning mane on a powerful quadruped. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
780,Warphin,Water,Fire,Uncommon,spirit-form,Beach|Harbor|Marsh,any,Friday,Rain,96x96,5,"Pokemon-style monster creature named ""Warphin"". PRIMARY ELEMENT: Water — deep ocean blue, teal, foam-white, kelp-green. SECONDARY ELEMENT: Fire — deep red, orange, yellow, smoldering ember tones. CREATURE ARCHETYPE: spirit-form. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: fin-blade ridges, translucent jelly skin, plus burning mane accents from Fire-element, made of pearl scales. AURA / MOOD: swirling water-stream around body. STYLE REFERENCE: like Vaporeon — sleek aquatic with fluid ridges. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
781,Dracotto,Ice,,Uncommon,bipedal-humanoid,Mountain|WaterSurface,any,Wednesday,Snow,96x96,5,"Pokemon-style monster creature named ""Dracotto"". PRIMARY ELEMENT: Ice — pale blue, cyan, frost-white, glacial silver. CREATURE ARCHETYPE: bipedal-humanoid. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: frost-breath, icicle crown, made of frozen feather. AURA / MOOD: crisp frost mist. STYLE REFERENCE: like Glaceon — crystalline ice plates over fur. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
782,Wolvath,Earth,Storm,Uncommon,wolf,Forest|Mountain|Desert,any,Sunday,any,96x96,5,"Pokemon-style monster creature named ""Wolvath"". PRIMARY ELEMENT: Earth — rich brown, ochre, terracotta, mossy green. SECONDARY ELEMENT: Storm — violet-electric, indigo, sulphur-yellow accents. CREATURE ARCHETYPE: wolf. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: root-bound horns, boulder-shoulder, plus thunder cloud collar accents from Storm-element, made of compacted soil fur. AURA / MOOD: small dust kicked up around feet. STYLE REFERENCE: like Rhydon — heavy earth-armored beast. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
783,Cobrius,Wood,Water,Uncommon,quadruped,Forest|Plains,day-preferred,Sunday,any,96x96,5,"Pokemon-style monster creature named ""Cobrius"". PRIMARY ELEMENT: Wood — deep forest green, bark-brown, autumn ochre. SECONDARY ELEMENT: Water — deep ocean blue, teal, foam-white, kelp-green. CREATURE ARCHETYPE: quadruped. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: vine tendrils, leaf-mane, plus coral horns accents from Water-element, made of bark armor. AURA / MOOD: petals drifting in air. STYLE REFERENCE: like Sceptile — slender tree-leaf creature. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
784,Fieroyote,Metal,,Uncommon,beast,Cave|Castle|Harbor,any,Monday,any,96x96,5,"Pokemon-style monster creature named ""Fieroyote"". PRIMARY ELEMENT: Metal — iron grey, steel blue, brass-gold accents. CREATURE ARCHETYPE: beast. RARITY TIER: Uncommon (more detailed body, slightly alert pose, 2-3 distinguishing details, accent highlights). KEY DESIGN FEATURES: riveted plating, gear joints, made of copper veins. AURA / MOOD: metallic clinking, static-spark. STYLE REFERENCE: like Scizor — armored insectoid steel-plated. OUTPUT VIEWS: render three separate images per creature — (1) full-body front view, (2) three-quarter back view rotated ~135 degrees from front, (3) pure side-profile view. GENERATION RES: render at 512x512 for AI quality, then DOWNSCALE to FINAL 96x96 PNG. FINAL IMAGE SPECS: 96x96 PNG, transparent background, indexed palette (max 256 colors), TARGET FILE SIZE: under 5 KB per image. Use clean Pokemon-style line art, vibrant saturated colors, single creature centered in frame, tightly cropped to silhouette (no padding wider than 2px), no text or watermarks."
